card_set_id	white_card_id
4	166
4	167
4	168
4	171
4	172
4	173
4	174
4	175
4	176
4	177
4	179
4	180
4	182
4	183
4	185
4	186
4	187
4	188
4	189
4	190
4	191
4	192
4	193
4	194
4	195
4	197
4	198
4	199
4	200
4	201
4	202
4	203
4	204
4	205
4	206
4	207
4	209
4	210
4	211
4	212
4	214
4	216
4	218
4	219
4	220
4	221
4	222
4	223
4	224
4	225
4	226
4	227
4	228
4	230
4	232
4	233
4	234
4	236
4	237
4	239
4	240
4	242
4	244
4	245
4	246
4	247
4	248
4	249
4	250
4	251
4	252
4	253
4	254
4	255
4	256
4	257
4	259
4	261
4	262
4	263
4	264
4	265
4	267
4	269
4	270
4	271
4	272
4	273
4	274
4	275
4	276
4	277
4	278
4	279
4	280
4	281
4	283
4	284
4	285
4	286
4	287
4	289
4	291
4	292
4	293
4	294
4	295
4	296
4	297
4	298
4	299
4	300
4	302
4	303
4	304
4	305
4	306
4	308
4	309
4	311
4	312
4	313
4	314
4	315
4	317
4	318
4	319
4	322
4	323
4	324
4	325
4	326
4	327
4	329
4	330
4	331
4	333
4	334
4	335
4	336
4	338
4	339
4	340
4	342
4	343
4	344
4	345
4	347
4	349
4	350
4	352
4	356
4	357
4	358
4	359
4	360
4	361
4	362
4	363
4	364
4	365
4	366
4	367
4	368
4	369
4	370
4	371
4	372
4	373
4	376
4	377
4	378
4	383
4	384
4	385
4	388
4	389
4	390
4	391
4	392
4	393
4	394
4	395
4	397
4	398
4	399
4	400
4	401
4	404
4	405
4	407
4	408
4	409
4	410
4	411
4	414
4	415
4	416
4	417
4	419
4	420
4	421
4	423
4	425
4	426
4	427
4	428
4	429
4	430
4	431
4	432
4	433
4	435
4	436
4	437
4	438
4	439
4	440
4	441
4	442
4	443
4	445
4	446
4	447
4	450
4	451
4	452
4	454
4	455
4	457
4	458
4	459
4	460
4	461
4	462
4	464
4	465
4	466
4	467
4	468
4	469
4	470
4	473
4	474
4	475
4	476
4	477
4	478
4	479
4	480
4	481
4	482
4	483
4	484
4	488
4	489
4	490
4	491
4	492
4	495
4	496
4	497
4	498
4	500
4	505
4	507
4	512
4	514
4	520
4	522
4	528
4	530
4	535
4	541
4	542
4	548
4	550
4	554
4	558
4	561
4	565
4	566
4	567
4	574
4	587
4	592
4	599
4	604
4	605
4	607
4	612
4	628
4	629
4	630
4	631
4	632
4	633
4	634
4	635
4	636
4	637
4	638
4	639
4	640
4	641
4	642
4	643
4	644
4	645
4	646
4	647
4	648
4	649
4	650
4	651
4	652
4	653
4	654
4	655
4	656
4	657
4	658
4	659
4	660
4	661
4	662
4	663
4	664
4	665
4	666
4	667
4	668
4	669
4	670
4	671
4	672
4	673
4	674
4	675
4	676
4	677
4	678
4	679
4	680
4	681
4	682
4	683
4	684
4	685
4	686
4	687
4	688
4	689
4	690
4	691
4	692
4	693
4	694
4	695
4	696
4	697
4	698
4	699
4	700
4	701
4	702
5	1
5	4
5	6
5	7
5	9
5	10
5	11
5	17
5	18
5	19
5	20
5	21
5	22
5	23
5	26
5	29
5	30
5	31
5	33
5	34
5	35
5	36
5	38
5	39
5	40
5	41
5	43
5	45
5	49
5	50
5	51
5	52
5	53
5	54
5	55
5	56
5	57
5	58
5	59
5	62
5	63
5	67
5	69
5	70
5	72
5	73
5	74
5	75
5	76
5	77
5	80
5	82
5	84
5	85
5	87
5	90
5	91
5	92
5	93
5	94
5	95
5	96
5	99
5	100
5	101
5	102
5	103
5	105
5	106
5	107
5	108
5	109
5	111
5	112
5	113
5	117
5	118
5	119
5	123
5	126
5	127
5	128
5	129
5	130
5	133
5	134
5	136
5	137
5	138
5	139
5	140
5	142
5	144
5	145
5	146
5	147
5	148
5	149
5	150
5	151
5	153
5	154
5	155
5	157
5	158
5	159
5	160
5	162
5	163
5	164
5	165
5	166
5	168
5	171
5	172
5	173
5	175
5	176
5	177
5	179
5	180
5	181
5	182
5	183
5	186
5	187
5	188
5	190
5	191
5	195
5	198
5	201
5	202
5	204
5	206
5	207
5	208
5	209
5	211
5	212
5	214
5	217
5	219
5	220
5	222
5	223
5	224
5	225
5	227
5	228
5	230
5	233
5	235
5	236
5	237
5	239
5	240
5	242
5	244
5	245
5	246
5	247
5	248
5	249
5	251
5	252
5	254
5	255
5	256
5	257
5	260
5	265
5	267
5	269
5	270
5	272
5	273
5	274
5	276
5	277
5	278
5	279
5	280
5	281
5	283
5	284
5	285
5	286
5	288
5	289
5	291
5	292
5	293
5	294
5	295
5	296
5	297
5	299
5	302
5	303
5	304
5	305
5	306
5	308
5	309
5	310
5	312
5	313
5	314
5	317
5	319
5	322
5	323
5	324
5	325
5	326
5	327
5	329
5	330
5	332
5	333
5	335
5	336
5	338
5	340
5	343
5	344
5	345
5	346
5	347
5	350
5	351
5	352
5	353
5	356
5	357
5	358
5	359
5	360
5	361
5	362
5	363
5	364
5	365
5	366
5	367
5	369
5	370
5	372
5	376
5	377
5	378
5	383
5	385
5	386
5	388
5	389
5	390
5	393
5	394
5	397
5	399
5	400
5	403
5	404
5	405
5	408
5	409
5	410
5	413
5	414
5	417
5	418
5	419
5	420
5	421
5	423
5	426
5	427
5	428
5	429
5	431
5	432
5	438
5	440
5	442
5	443
5	445
5	446
5	447
5	451
5	452
5	454
5	455
5	457
5	458
5	459
5	460
5	461
5	464
5	466
5	468
5	470
5	473
5	474
5	475
5	477
5	479
5	480
5	481
5	483
5	485
5	487
5	488
5	490
5	492
5	495
5	496
5	497
5	498
5	500
5	522
5	535
5	557
5	567
5	604
5	609
5	612
5	635
5	680
5	696
5	699
5	700
5	703
5	704
5	705
5	706
5	707
5	708
5	709
5	710
5	711
5	712
5	713
5	714
5	715
5	716
5	717
5	718
5	719
5	720
5	721
5	722
5	723
5	724
5	725
5	726
5	727
5	728
5	729
5	730
5	731
5	732
5	733
5	734
5	735
5	736
5	737
5	738
5	739
5	740
5	741
5	742
5	743
5	744
5	745
5	746
5	747
5	748
5	749
5	750
5	751
5	752
5	753
5	754
5	755
5	756
5	757
5	758
5	759
5	760
5	761
5	762
5	763
5	764
5	765
5	766
5	767
5	768
5	769
5	770
5	771
5	772
5	773
5	774
5	775
5	776
5	777
5	778
5	779
5	780
5	781
5	782
5	783
5	784
5	785
5	786
5	787
5	788
5	789
5	790
5	791
5	792
5	793
5	794
5	795
5	796
5	797
5	798
5	799
5	800
5	801
5	802
5	803
5	804
5	805
5	806
5	807
5	808
5	809
5	810
5	811
5	812
5	813
5	814
5	815
5	816
5	817
5	818
5	819
5	820
5	821
5	822
5	823
5	824
5	825
5	826
5	827
5	828
5	829
5	830
5	831
5	832
5	833
5	834
5	835
5	836
5	837
5	838
5	839
5	840
5	841
5	842
5	843
5	844
5	845
5	846
5	847
5	848
5	849
5	850
5	851
5	852
5	853
5	854
5	855
5	856
5	857
5	858
5	859
5	860
5	861
5	862
5	863
5	864
5	865
5	866
5	867
5	868
5	869
5	870
5	871
5	872
5	873
5	874
5	875
5	876
5	877
5	878
5	879
6	703
6	704
6	706
6	707
6	708
6	711
6	712
6	713
6	715
6	716
6	717
6	718
6	719
6	721
6	722
6	723
6	724
6	726
6	727
6	728
6	730
6	732
6	733
6	734
6	735
6	736
6	739
6	740
6	742
6	743
6	744
6	745
6	746
6	747
6	749
6	750
6	751
6	754
6	755
6	756
6	757
6	758
6	759
6	760
6	761
6	762
6	763
6	764
6	765
6	767
6	768
6	769
6	772
6	773
6	774
6	779
6	780
6	782
6	783
6	784
6	786
6	788
6	790
6	792
6	793
6	796
6	799
6	800
6	801
6	802
6	806
6	807
6	809
6	810
6	811
6	812
6	815
6	816
6	818
6	820
6	822
6	823
6	827
6	829
6	832
6	833
6	834
6	835
6	836
6	841
6	842
6	844
6	845
6	846
6	848
6	849
6	850
6	851
6	852
6	856
6	859
6	860
6	861
6	862
6	864
6	866
6	868
6	869
6	871
6	872
6	873
6	875
6	876
6	877
6	878
6	879
6	880
6	881
6	882
6	883
6	884
6	885
6	886
6	887
6	888
6	889
6	890
6	891
6	892
6	893
6	894
6	895
6	896
6	897
6	898
6	899
6	900
6	901
6	902
6	903
6	904
6	905
6	906
6	907
6	908
6	909
6	910
6	911
6	912
6	913
6	914
6	915
6	916
6	917
6	918
6	919
6	920
6	921
6	922
6	923
6	924
6	925
6	926
6	927
6	928
6	929
6	930
6	931
6	932
6	933
6	934
6	935
6	936
6	937
6	938
6	939
6	940
6	941
6	942
6	943
6	944
6	945
6	946
6	947
6	948
6	949
6	950
6	951
6	952
6	953
6	954
6	955
6	956
6	957
6	958
6	959
6	960
6	961
6	962
6	963
6	964
6	965
6	966
6	967
6	968
6	969
6	970
6	971
6	972
6	973
6	974
6	975
6	976
6	977
6	978
6	979
6	980
6	981
6	982
6	983
6	984
6	985
6	986
6	987
6	988
6	989
6	990
6	991
6	992
6	993
7	1024
7	1025
7	1026
7	1027
7	1028
7	1029
7	1030
7	1031
7	1032
7	1033
7	1034
7	1035
7	1036
7	1037
7	1038
7	1039
7	1040
7	1041
7	1042
7	1043
7	1044
7	1045
7	1046
7	1047
7	1048
7	1049
7	1050
7	1051
7	1052
7	1053
7	1054
7	1055
7	1056
7	1057
7	1058
7	1059
7	1060
7	1061
7	1062
7	1063
7	1064
7	1065
7	1066
7	1067
7	1068
7	1069
7	1070
7	1071
7	1072
7	1073
7	1074
7	1075
7	1076
7	1077
7	1078
7	1079
7	1080
7	1081
7	1082
7	1083
7	1084
7	1085
7	1086
7	1087
7	1088
7	1089
7	1090
7	1091
7	1092
7	1093
7	1094
7	1095
7	1096
7	1097
7	1098
7	1099
7	1100
7	1101
7	1102
7	1103
7	1104
7	1105
7	1106
7	1107
7	1108
7	1109
7	1110
7	1111
7	1112
7	1113
7	1114
7	1115
7	1116
7	1117
7	1118
7	1119
7	1120
7	1121
7	1122
7	1123
7	1124
7	1125
7	1126
7	1127
7	1128
7	1129
7	1130
7	1131
7	1132
7	1133
7	1134
7	1135
7	1136
7	1137
7	1138
7	1139
7	1140
7	1141
7	1142
7	1143
7	1144
7	1145
7	1146
7	1147
7	1148
7	1149
7	1150
7	1151
7	1152
7	1153
7	1154
7	1155
7	1156
7	1157
7	1158
7	1159
7	1160
7	1161
7	1162
7	1163
7	1164
7	1165
7	1166
7	1167
7	1168
7	1169
7	1170
7	1171
7	1172
7	1173
7	1174
7	1175
7	1176
7	1177
7	1178
7	1179
7	1180
7	1181
7	1182
7	1183
7	1184
7	1185
7	1186
7	1187
7	1188
7	1189
7	1190
7	1191
7	1192
7	1193
7	1194
7	1195
7	1196
7	1197
7	1198
7	1199
7	1200
7	1201
7	1202
7	1203
7	1204
7	1205
7	1206
7	1207
7	1208
7	1209
7	1210
7	1211
7	1212
7	1213
7	994
7	995
7	996
7	997
7	998
7	999
7	1000
7	1001
7	1002
7	1003
7	1004
7	1005
7	1006
7	1007
7	1008
7	1009
7	1010
7	1011
7	1012
7	1013
7	1014
7	1015
7	1016
7	1017
7	1018
7	1019
7	1020
7	1021
7	1022
7	1023
8	1214
8	1215
8	1216
8	1217
8	1218
8	1219
8	1220
8	1221
8	1222
8	1223
8	1224
8	1225
8	1226
8	1227
8	1228
8	1229
8	1230
8	1231
8	1232
8	1233
8	1234
8	1235
8	1236
8	1237
8	1238
8	1239
8	1240
8	1241
8	1242
8	1243
8	1244
8	1245
8	1246
8	1247
8	1248
8	1249
8	1250
8	1251
8	1252
8	1253
8	1254
8	1255
8	1256
8	1257
8	1258
8	1259
8	1260
8	1261
8	1262
8	1263
8	1264
8	1265
8	1266
8	1267
8	1268
8	1269
8	1270
8	1271
8	1272
8	1273
8	1274
8	1275
8	1276
8	1277
8	1278
8	1279
8	1280
8	1281
8	1282
8	1283
8	1284
8	1285
8	1286
8	1287
8	1288
8	1289
8	1290
8	1291
8	1292
8	1293
8	1294
8	1295
8	1296
8	1297
8	1298
8	1299
8	1300
8	1301
8	1302
8	1303
8	1304
8	1305
8	1306
8	1307
8	1308
8	1309
8	1310
8	1311
8	1312
8	1313
8	1314
8	1315
8	1316
8	1317
8	1318
8	1319
8	1320
8	1321
8	1322
8	1323
8	1324
8	1325
8	1326
8	1327
8	1328
8	1329
8	1330
8	1331
8	1332
8	1333
8	1334
8	1335
8	1336
8	1337
8	1338
8	1339
8	1340
8	1341
8	1342
8	1343
8	1344
8	1345
8	1346
8	1347
8	1348
8	1349
8	1350
8	1351
8	1352
8	1353
8	1354
8	1355
8	1356
8	1357
8	1358
8	1359
8	1360
8	1361
8	1362
8	1363
8	1364
8	1365
8	1366
8	1367
8	1368
8	1369
8	1370
8	1371
8	1372
8	1373
8	1374
8	1375
8	1376
8	1377
8	1378
8	1379
8	1380
8	1381
8	1382
8	1383
8	1384
8	1385
8	1386
8	1387
8	1388
8	1389
8	1390
8	1391
8	1392
8	1393
8	1394
8	1395
8	1396
8	1397
8	1398
8	1399
8	1400
8	1401
8	1402
8	1403
8	1404
8	1405
8	1406
8	1407
8	1408
8	1409
8	1410
8	1411
8	1412
8	1413
8	1414
8	1415
8	1416
8	1417
8	1418
8	1419
8	1420
8	1421
8	1422
8	1423
8	1424
8	1425
8	1426
8	1427
8	1428
8	1429
8	1430
8	1431
8	1432
8	1433
8	1434
8	1435
8	1436
8	1437
8	1438
8	1439
8	1440
8	1441
8	1442
8	1443
8	1444
8	1445
8	1446
8	1447
8	1448
8	1449
8	1450
8	1451
8	1452
8	1453
8	1454
8	1455
8	1456
8	1457
8	1458
9	1472
9	1473
9	1474
9	1475
9	1476
9	1477
9	1478
9	1479
9	1480
9	1481
9	1459
9	1460
9	1461
9	1462
9	1463
9	1464
9	1465
9	1466
9	1467
9	1468
9	1469
9	1470
9	1471
10	1482
11	1488
11	1489
11	1490
11	1491
11	1492
11	1493
11	1494
11	1483
11	1484
11	1485
11	1486
11	1487
12	1538
12	1539
12	1540
12	1541
12	1542
12	1543
12	1544
12	1545
12	1546
12	1547
12	1548
12	1549
13	65
13	134
13	1582
13	1391
13	1583
13	1584
13	1585
13	1586
13	1587
13	1588
13	1589
13	1590
13	1591
13	1592
13	1593
13	1594
14	1600
14	1601
14	1602
14	1603
14	1604
14	1605
14	1606
14	1607
14	1608
14	1609
14	1610
14	1611
14	1612
14	1613
14	1614
14	1615
14	1616
14	1617
14	1618
14	1595
14	1596
14	1597
14	1598
14	1599
15	1536
15	1537
15	1495
15	1496
15	1497
15	1498
15	1499
15	1500
15	1501
15	1502
15	1503
15	1504
15	1505
15	1506
15	1507
15	1508
15	1509
15	1510
15	1511
15	1512
15	1513
15	1514
15	1515
15	1516
15	1517
15	1518
15	1519
15	1520
15	1521
15	1522
15	1523
15	1524
15	1525
15	1526
15	1527
15	1528
15	1529
15	1530
15	1531
15	1532
15	1533
15	1534
15	1535
16	1664
16	1665
16	1666
16	1667
16	1668
16	1669
16	1670
16	1671
